country,year,energy_type,production_gwh,installed_capacity_mw,investments_usd,population,gdp,energy_consumption,energy_exports,energy_imports,co2_emissions,renewable_energy_jobs,government_policies,r&d_expenditure,renewable_energy_targets,average_annual_temperature,annual_rainfall,solar_irradiance,wind_speed,hydro_potential,geothermal_potential,biomass_availability,energy_storage_capacity,grid_integration_capability,electricity_prices,energy_subsidies,international_aid_for_renewables,public_awareness,energy_efficiency_programs,urbanization_rate,industrialization_rate,energy_market_liberalization,renewable_energy_patents,educational_level,technology_transfer_agreements,renewable_energy_education_programs,local_manufacturing_capacity,import_tariffs_on_energy_equipment,export_incentives_for_energy_equipment,natural_disasters,political_stability,corruption_perception_index,regulatory_quality,rule_of_law,control_of_corruption,economic_freedom_index,ease_of_doing_business,innovation_index,number_of_research_institutions,number_of_renewable_energy_conferences,number_of_renewable_energy_publications,energy_sector_workforce,proportion_of_energy_from_renewables,public-private_partnerships_in_energy,regional_renewable_energy_cooperation
Russia,2019,Geothermal,34322.87426,7368.516814,6994882472,1354237709,2.3634E+12,232764.7667,51574.64485,36054.3179,129396.2147,98483,1,312517767.1,1,18.61538344,272.6588821,250.9878661,11.66921032,95.0332683,16.49825839,77.08347844,79.42508251,0.830255896,0.284156273,511368474.9,930514078.6,6.956070135,1,69.98188881,56.98312266,1,4,2.036588826,1,0,42.78836892,7.415813091,28.97474195,0,1.855464264,3.88058537,3.034648962,5.6462297,2.141399413,32.92046275,73.75531326,20.93084345,400,2,9216,601616,9.170419215,0,0
France,2020,Geothermal,98742.60217,34100.29566,2068387584,658114916,1.18887E+14,993542.309,18533.99606,24834.83671,627212.8533,749736,1,1493131059,1,35.16336364,2908.701615,281.7400596,9.004842673,17.12196349,59.93637764,13.28473322,571.213561,0.453543371,0.399819507,209361306.6,625752367.5,3.545996377,1,63.29334388,11.70669126,1,350,6.23421905,1,0,26.05097966,21.9036287,20.31019835,0,3.156865628,8.484361184,6.249589464,5.942495974,1.910490529,98.12342315,82.39138395,71.03896091,763,80,814,512272,9.5109122,0,1
Germany,2003,Geothermal,5826.407026,45318.22101,8775909265,418212614,1.77662E+14,787643.3738,72374.69204,46757.17248,88756.86688,261019,1,6445394293,0,8.572919093,1229.006348,279.4757675,0.311146018,82.59714918,76.3246863,57.32306792,152.8569296,0.559977209,0.413041569,881131483.1,537634637.6,3.657959424,1,74.33068468,46.29225511,0,486,1.090868426,0,1,59.40297041,63.7957299,66.64094543,1,9.817644878,4.701943922,3.625757367,3.646857347,8.238207698,7.91154499,26.54895855,44.0815363,65,90,4818,369105,30.57963916,0,1
France,2005,Biomass,23200.46027,48610.17399,6616160768,902436730,1.26519E+14,836937.2231,29899.16444,90376.84957,808987.2086,588239,1,7297234158,1,30.19923096,2306.457168,247.9225543,7.870097558,79.23118954,60.64287776,91.0560495,685.1467833,0.086382838,0.361181899,365305215.8,562267626.2,2.654008471,1,7.256002927,6.362564944,0,128,9.963187969,1,1,45.57296981,26.50561347,56.23955268,1,0.497734188,9.564665619,3.149747322,5.670792396,4.72812295,36.90597354,71.78278006,59.48320966,143,13,873,217326,76.61448997,1,0
USA,2007,Biomass,24964.11064,11457.98946,5151176251,907511783,1.63657E+14,228077.8111,52634.33116,85772.52744,666301.2198,840453,0,6296223583,1,6.546260378,2180.800927,139.8776745,12.85671955,27.79923679,45.63095996,44.97719334,667.7538553,0.819378514,0.118424783,178886029.5,321076602.9,9.129367681,1,83.13500676,53.07465681,1,83,0.772337455,1,0,67.49015447,21.93326737,24.82605101,1,4.098322275,9.804961594,9.85368779,6.825839169,1.488799426,78.10272237,75.71261525,79.77118441,903,62,3617,510267,72.40265913,1,1
Russia,2003,Biomass,37213.61513,28389.409,3045793702,391075318,1.00155E+13,765278.5359,37482.50804,61010.73876,689838.5382,393217,0,3750078383,1,2.850317224,2090.310837,296.0102575,4.330208994,26.91954225,2.214822549,98.72640147,354.9050985,0.439472894,0.401624148,514853467.6,69223629.99,9.563956252,0,55.2530781,33.52187412,1,680,5.562673376,1,1,29.18483921,2.132699632,16.58656947,1,4.945037238,0.852616808,8.525497101,7.598899206,9.646721395,36.76787511,87.16389406,60.39767357,809,71,5975,516778,12.70513822,0,1
Germany,2008,Geothermal,18346.40007,18274.04709,7723273322,1332156844,1.72234E+14,290362.8153,11209.08934,67460.34162,422895.1467,660963,0,6497091119,1,-3.318541266,1996.456692,195.4986884,12.16511043,95.0071272,80.22095506,73.08703957,7.408027498,0.757682714,0.426117144,126402833.1,539277189.1,1.619723039,1,11.62692829,52.80520987,1,393,0.9883293,0,0,97.3194494,49.02758008,56.26885352,1,1.098916597,8.511890424,4.694622155,8.455724954,0.793625612,73.87194406,33.02104012,54.22970954,254,90,2261,707707,67.75560466,1,1
India,2021,Wind,40291.2031,39431.22638,628100153.1,939608990,1.52769E+14,891942.7795,15845.83794,37535.83995,403609.1572,327803,0,2456604072,1,12.10018354,419.3169096,218.689838,8.29673444,65.62339883,69.14936822,84.643802,779.1320793,0.970011079,0.147923608,223478248.6,744534120.4,2.527892906,0,9.410738112,77.2938078,0,724,7.203694874,1,1,40.44459793,99.41426513,79.98458174,0,8.259199232,8.648972457,9.141588655,6.544851673,8.183317458,32.58952139,27.28028528,70.48972218,825,27,6864,663441,36.02637233,0,1
China,2017,Wind,35836.82953,8281.575286,3471068539,123258623,1.5917E+14,286522.5562,59198.83152,20702.49092,294451.0193,136388,1,3549024742,0,22.69703637,950.7243462,129.9581366,3.804749958,57.60816611,15.68584827,74.93989163,596.9555234,0.65419519,0.450071643,456017612.9,721743290.1,4.922828854,1,31.69181934,43.51681161,0,696,7.482075178,1,0,98.84028828,97.97339058,10.15808273,1,4.279752273,7.570978586,2.825488264,7.297801312,9.954706408,61.99328466,46.62471074,86.46162313,710,29,2816,461369,58.31406007,1,0
Japan,2001,Solar,20492.38005,30921.94979,2303756667,744429899,2.65893E+13,62626.43257,53386.6964,49541.17678,349137.3638,719701,1,8475763957,1,35.95145017,616.9024748,294.7248371,4.553080051,80.40479649,69.57414367,50.49767042,252.9741099,0.851828106,0.26589831,51195811.19,324431226.4,9.933302818,1,28.07349323,93.78439556,1,851,8.022626377,1,0,35.49304942,71.08136366,16.73642688,0,6.918388879,4.02811687,4.416067951,3.380651761,3.687775414,72.16285837,6.02859428,35.78950805,203,5,5017,217675,80.72756424,0,0
India,2014,Geothermal,46966.82154,11417.70815,4911288347,265349581,9.44371E+13,136000.0241,73836.91598,63267.12382,591072.9367,354356,0,8812339797,1,-4.597786489,2860.399835,190.4327576,1.782765762,12.39247944,42.73364058,21.4324576,59.10402884,0.363171365,0.447992976,607338239.4,974787934.2,6.147501164,0,65.39905013,76.71044597,1,470,9.447249879,0,1,83.73235972,47.86675288,59.73833833,1,0.172134243,6.782082843,1.974945341,1.297202254,2.95003518,18.34018541,61.74748188,54.03954637,475,59,9434,680760,12.01833695,1,1
USA,2016,Biomass,56070.63945,17490.30883,2375414377,890407573,1.2846E+13,481964.3185,46596.87614,77081.0852,359772.9231,134741,1,6870529893,0,22.05472392,967.33236,127.9002449,0.687062531,44.43575929,50.87090339,69.19406001,150.1333107,0.877185281,0.423498941,799623165.8,225196909,1.392510392,0,82.91449469,50.67912862,1,587,3.135512691,1,1,84.06202564,86.19306583,48.11622164,0,7.179487548,3.601806113,5.990689512,4.742218318,1.125144244,49.02913896,35.01744129,43.63553585,115,57,2479,318747,88.40990472,0,0
USA,2016,Biomass,81069.13568,9579.476858,9791660484,1217567977,1.59623E+14,996862.5713,13002.03086,22197.37371,168273.9577,740086,0,2779363509,1,18.66731504,182.064754,136.5960839,2.557109152,34.99050324,29.22133813,95.23842483,715.524225,0.161015717,0.19573181,12499483.14,302885249.1,7.682269556,1,8.387134053,67.9867118,1,958,2.150518595,1,1,71.22098185,67.55363742,59.40878277,0,1.031303255,7.356963155,3.38878624,4.327788404,2.785775758,40.07471267,90.45283257,34.11802559,704,47,1575,476422,6.640581882,1,1
Canada,2016,Solar,11838.06252,13631.03709,4482997880,231320314,1.87142E+14,466380.8801,17614.31044,35251.92737,488400.7931,961917,0,8441744391,1,-5.862202397,2774.57519,183.8862645,6.690322571,23.32802749,81.4951425,34.41654341,644.1957466,0.839856865,0.381412707,991907046.1,482438936.2,6.355592554,0,15.30500801,20.04338625,1,774,6.79082396,0,1,19.70665724,85.04602317,19.86648284,0,7.700868246,4.807378825,6.238069891,5.677977348,2.355932417,99.32524732,18.82532239,47.44871413,887,25,8844,980082,37.91320582,0,0
Russia,2002,Geothermal,87262.27881,4456.360889,117441210.9,1403150174,1.96523E+14,286793.2555,2778.683244,67982.6452,48274.99452,628787,1,8321791919,0,27.1738015,396.8654577,259.5384891,1.91746377,9.927902565,23.42871629,44.89549518,641.2910053,0.426484949,0.483544759,1308884.571,424683004.8,9.251201345,1,16.85177477,64.50347184,1,356,6.725668587,0,0,30.4583434,80.88095899,46.01995083,1,4.287271896,3.089201962,3.700755292,3.213819291,8.615424399,67.5567604,12.33689961,23.01207832,769,40,4993,707380,21.43161531,1,1
Japan,2001,Biomass,88455.36416,48613.446,2397337940,1349993012,8.61861E+13,797605.565,11323.35264,93219.19219,38853.39399,801299,0,8025532471,0,35.27749505,933.6499026,127.760701,3.298589918,19.28759742,63.458453,89.31903894,394.4139576,0.673441999,0.431839486,724137585.7,545511661.1,9.259365216,0,72.03099064,17.36280535,1,971,6.682376705,1,0,61.9557541,61.88003513,70.19616825,1,3.445533008,3.453039031,2.238031029,1.457297548,1.809156372,65.37904589,76.57884182,45.03725765,240,84,7970,17424,44.01565383,0,1
USA,2011,Biomass,16939.04009,42792.32348,5916235088,383256925,1.11498E+14,105938.5881,4942.59376,71718.70355,371139.8387,67860,0,4107166345,0,-5.673736589,2785.531221,269.2510612,10.40246146,83.13797999,88.40310833,95.49358089,641.3974486,0.976394894,0.310697052,948116403.2,75644160.25,8.905409812,0,85.67405141,73.42112963,1,323,8.288090271,1,0,49.69863189,3.040597088,89.00923654,0,6.589034657,0.582785156,4.365997665,9.132715454,3.602068075,82.84395293,39.53142065,69.58412096,497,49,6974,705462,68.68776005,1,0
Germany,2023,Wind,76671.76323,36351.89085,7709885305,1311679961,1.73802E+14,411025.0403,88886.34197,95253.87148,551359.4682,631096,1,7661585323,0,23.60810816,1982.866128,140.9050542,4.506032918,99.38089429,38.56939043,11.10767743,779.9640922,0.257058133,0.164310522,439200902.1,89075598.56,9.974243481,0,98.09109612,66.57569297,1,206,8.266317814,1,0,2.903405221,7.183745642,94.85668166,1,6.237531731,4.042169491,6.900477785,7.768333891,4.895146232,66.71437766,52.84509455,66.91460576,551,62,4121,778364,83.22622795,0,0
Japan,2007,Wind,13384.83302,1667.314988,9295141310,1037895921,9.37593E+13,958143.8868,8939.991392,15197.58778,90058.86945,547188,1,9109697947,1,13.00901629,1087.83301,200.6040897,0.663068622,50.33698617,72.61180164,32.54719919,848.9700589,0.634279012,0.249910413,991248892.7,315142956.8,0.10089449,1,20.73827147,17.6957878,0,318,6.757805681,1,0,58.88556444,16.08114846,85.55114571,0,3.458741095,9.866343087,8.995011848,9.44341771,5.757462821,9.853174514,28.29515718,94.54776641,973,53,6751,345306,93.29616985,1,0
France,2008,Wind,58067.91884,17943.25386,8134754408,999874286,1.69197E+14,769133.5858,11444.04911,69893.35332,238608.6155,880736,0,3199729396,0,24.0259869,609.52188,113.5621073,2.773418381,15.42256349,44.59433258,43.50032336,27.57073591,0.101474763,0.178495827,985862015.6,538258053.7,7.347290005,1,62.95281573,59.65551579,0,562,0.627882306,0,1,87.41237086,71.63197199,89.03821124,1,7.744648985,8.576932467,4.083833599,9.32255285,9.184600431,89.72083431,34.28598021,58.92688023,695,39,4309,808906,97.64859671,0,1
Australia,2000,Hydro,19480.71504,14951.5605,8927253140,106558835,1.34885E+14,110024.7079,7534.195643,21826.01224,805237.2209,594834,1,8180368365,1,31.47382477,1999.394567,247.010071,3.662765109,94.31960395,64.48093675,95.97448366,781.8097999,0.611245321,0.42742265,951424789.3,739059357,4.257140052,1,0.183022916,20.42410926,1,304,0.360977636,1,1,77.52825411,62.61154282,11.42551818,1,7.527122414,5.418341427,6.345421996,4.787186303,9.664321544,70.95849116,8.28072973,45.57734768,791,70,1951,634359,38.93751656,0,1
Japan,2012,Biomass,43492.79261,29110.96566,6845327952,740060739,6.31884E+13,90218.68553,22113.02672,42025.39833,689608.448,834793,0,4396112840,1,12.27636787,1369.801778,172.6844259,7.704653031,31.78876163,5.916220171,78.75140311,609.0762046,0.045074858,0.136014301,182757671.1,197887463.6,2.683025036,1,51.44951414,46.03477753,1,654,6.528594527,0,1,91.77930335,80.72764808,37.56688841,1,9.349888767,5.70438788,2.868664203,0.514580587,5.2946952,27.5184518,61.42919902,13.36753788,250,75,7133,103832,79.80954699,1,1
Brazil,2017,Solar,56296.69452,3082.163472,3554187944,1009631084,1.02211E+14,906910.212,35526.78444,41712.22375,604168.5708,398508,0,4223826372,0,22.56150709,1703.349493,213.6135344,11.80396822,79.01419964,62.37969258,30.0536988,213.0620005,0.917178263,0.082108248,69393622.1,338188488.6,9.054462534,0,82.19870185,37.30182229,1,914,0.515523796,0,1,17.67539682,84.62570855,99.89481327,1,7.126207032,1.795034864,5.006800508,8.214248742,2.768746607,21.72247642,97.05851841,77.05391696,464,21,7390,625134,54.04639333,1,0
Canada,2020,Wind,69720.84531,30416.05069,5906358549,110200235,1.96919E+14,662237.8183,31487.19343,23062.31255,284034.129,89429,0,6282989243,0,31.73221178,1406.56887,160.6420046,12.30154553,59.22269815,59.88353491,56.24972127,446.0989193,0.751701449,0.093162528,625041529.6,404150594.3,6.904985215,0,4.392863819,25.78438438,1,954,3.797432069,1,1,1.179556815,59.46298292,19.79548795,0,3.689054562,6.965382601,8.08396712,5.593565705,1.618534351,84.7757206,77.42366022,24.22544862,229,57,2650,236837,22.37728639,1,0
Canada,2022,Solar,6174.219762,14702.8037,1565431536,1018180590,6.80955E+13,124239.7097,59137.31736,45810.74788,438368.5578,827770,0,7140536688,1,14.76192613,961.8688946,232.614406,2.582069351,87.91298149,48.87401452,34.07580595,901.7954502,0.268476457,0.07932973,576882942.5,422457733,7.072171987,1,44.95773325,59.62807057,0,821,6.970291754,1,1,71.48589461,27.83501421,42.61766632,0,6.073289972,7.983549637,4.762064958,8.803136052,7.359702058,31.41283184,86.66484698,90.78238328,516,22,7363,48524,19.77363354,0,1
Australia,2000,Geothermal,56719.64438,6854.806227,9874372882,1048158444,7.19097E+13,408956.04,24307.35041,13308.63749,870582.7585,562615,0,3442325911,1,24.03182472,2836.092317,154.5436717,0.483822102,4.944481014,86.56367804,45.69077709,899.7715264,0.170581688,0.261859286,685386521.9,191326032.7,1.890593257,0,36.86320712,79.81531143,0,476,7.749157221,0,1,88.20965296,42.08318467,91.10653657,1,8.544811644,9.323088877,8.921194645,7.81626794,0.752437198,43.58442905,14.85490402,93.84645768,135,44,5873,303447,96.57191008,0,1
Russia,2001,Hydro,27735.75348,24500.66435,1714155755,850623747,1.01136E+14,523022.6061,59311.11241,94348.50946,645470.2088,565251,0,4435715246,1,-7.352999759,2038.722019,251.5162268,6.532141301,57.90503625,3.80488188,91.87669212,4.934174207,0.481827558,0.493488036,508137201.4,20078104.7,9.43249254,0,9.259538674,7.223757855,0,46,4.118298912,1,1,6.441841191,13.00501652,18.10169339,1,2.162836799,6.724629673,9.086375638,1.002218395,6.361268826,63.72798867,33.01667902,39.02985812,157,83,5799,549727,72.93902279,1,1
China,2004,Geothermal,80181.60444,48364.77938,1449912557,769031141,1.78999E+14,790593.9451,79653.55489,10489.14143,902245.9872,836391,0,5100443063,0,-9.950777711,392.1638062,288.0904584,1.394080256,81.29078105,37.84112333,20.15997473,720.3740107,0.236013398,0.289655945,5279285.536,613291789.3,5.57903843,0,7.503521365,97.23453369,0,152,8.716370003,0,0,25.18740654,63.18969824,54.48861636,1,6.426170614,9.917400091,2.984906905,6.515955619,7.818868445,30.4408107,60.25085691,59.55991773,971,54,3040,727525,16.74073243,0,1
Russia,2007,Wind,62652.68032,24060.66978,8093033653,945619541,9.71323E+13,561124.9202,97804.83555,94603.44579,394954.0015,72532,1,1795072609,0,31.36392948,1430.232466,222.4556768,13.63875426,99.17355553,14.46479221,40.15411628,337.5642509,0.670614348,0.143671512,20086628.08,638407618.8,0.516451357,1,4.291895437,70.50397676,1,84,1.993342962,1,1,65.52930398,94.47731958,28.02911289,0,7.647861962,7.135862183,9.339042747,2.851046684,0.270652174,18.11882488,17.26637411,79.8080826,473,82,165,64741,80.4276409,1,0
Russia,2013,Solar,12559.00807,47867.66793,8102848857,638992383,1.23178E+14,708483.3408,6400.928866,53259.84708,819959.544,946232,1,5194064782,0,-9.123223413,1870.036892,231.4516942,0.550083262,2.627080129,16.16033682,41.84809748,523.6626656,0.098399569,0.060524437,106274044,964998811.7,8.793132552,1,99.60947476,17.2479055,1,140,3.578521917,1,1,40.80092824,47.9933386,11.63762888,0,2.768325117,5.554592013,6.352801501,7.92439337,0.820449328,55.19505302,54.21855719,99.63501411,339,88,7530,304285,14.53873492,1,0
USA,2002,Solar,35019.81185,1849.202345,6910146094,1461622511,1.33562E+13,66630.26384,47087.2492,72370.73285,313780.1116,195887,0,8344621604,1,15.10971413,369.1622816,289.2812306,11.48826029,90.93385649,23.15272861,48.07299657,621.3851111,0.858869681,0.078082461,420216591.8,73183816.43,3.287319923,1,88.084022,99.07581452,0,584,7.192373495,0,1,94.36025946,38.49701986,30.16088228,0,1.746203665,2.683912414,0.488190633,0.628660017,9.88036801,0.615631353,62.79708082,31.67805995,159,40,7546,464484,37.49130756,0,1
Australia,2015,Solar,36686.87484,6675.5254,9199815200,167859138,1.71468E+14,795014.2978,17128.72765,92159.21242,733414.0884,857159,0,7470607268,0,11.42304358,1359.55651,100.2976319,4.313601468,68.76761407,36.50806652,69.63653627,985.8098956,0.283031093,0.224007469,112172465.4,928124045,8.950843967,0,45.18653512,63.06315194,0,391,0.744944514,0,1,96.74947479,71.44109281,2.513636823,0,8.565411689,1.675499497,6.187724303,4.410948572,6.999908276,33.62239821,21.33054729,11.51208258,105,34,2668,891256,62.93622389,0,1
USA,2005,Geothermal,69166.25875,8834.366975,7894493231,957241375,9.83368E+13,597945.1161,97428.70983,44641.13834,697174.351,179164,1,721766009.8,0,38.07263697,1135.419665,171.4128223,7.715295564,5.91937072,29.55290379,76.6274864,975.9637534,0.981377563,0.463390712,367615054,599339319.5,8.616731925,1,42.84103926,11.26862374,1,799,7.319475393,0,1,36.81100901,44.37211023,69.70308107,0,3.203258179,2.401986401,6.818549475,1.812367269,7.98364556,41.38827502,55.80391006,76.44375092,642,58,7297,756883,20.60838625,1,0
Canada,2002,Geothermal,34649.23377,39468.33249,3479280461,509682492,1.85702E+13,344744.2761,63103.05109,79766.86001,437051.0842,630218,1,6502920145,1,0.158963675,1361.342588,248.1978576,6.839568104,54.9118521,50.70844963,59.9876891,382.0119433,0.248596979,0.485438464,966805261.2,125804501.2,4.671775259,1,42.17221171,30.61562252,0,23,1.149303187,1,0,37.02769749,82.99180162,50.72481574,1,6.985152206,3.606561306,7.378695207,8.429513693,3.26166966,98.88893478,43.73419348,73.59148815,346,8,6029,289052,13.56768802,1,0
China,2001,Biomass,70591.9,42170.91335,7365128245,1330009441,1.66008E+14,794926.3967,25915.85394,79786.09456,341304.5557,8052,1,5403225964,0,37.78479477,841.0973804,284.5637783,8.569547163,24.56744928,88.30559769,22.44550231,928.41669,0.388991352,0.07737122,432615528.2,238687036.7,3.678582717,1,78.15427529,84.71890255,1,254,3.835458538,1,0,36.06965667,15.66201208,62.70945088,0,0.554771523,6.458815084,2.156060772,4.922703694,8.803848703,75.39584768,82.88416975,32.22234184,898,59,6264,962277,8.87790086,0,1
France,2004,Geothermal,65509.44116,20859.65373,553404372.7,153042059,1.64236E+14,206177.5867,19118.71835,64862.92473,823781.4017,724153,0,9256269225,0,29.016108,1183.119877,262.2206914,12.61431973,13.5669555,22.14979081,46.76519687,1.115203549,0.980390453,0.063800668,580402088.6,819153246.6,6.156056803,0,71.54315316,8.622325258,0,154,3.568569039,0,0,23.51617711,46.98742865,56.76840599,1,3.70175123,0.632359708,8.561700318,7.931597164,8.062990217,81.0341315,89.33370257,62.91598758,882,8,42,998053,23.45765602,0,1
Brazil,2017,Solar,26692.33643,15439.16879,5621561058,1012924343,1.1395E+14,744542.1843,1397.736999,28812.18539,798888.9066,403406,1,5325255332,1,-9.59320791,1644.622515,157.3300153,5.436218642,20.1868873,54.98624381,16.34774804,729.2237113,0.835997136,0.29804803,826906214.1,783239830.3,7.653270473,0,70.47504439,8.305723464,0,920,3.145458652,1,1,61.21184989,93.98031071,57.02859001,1,1.423996083,1.191838102,2.8563093,7.741174324,9.898108729,94.11212939,21.70970585,28.19052861,24,27,2827,825161,10.52224494,0,1
Japan,2020,Geothermal,92400.68685,20058.37694,3591504170,935099750,1.40145E+14,614255.4538,1305.115983,23600.88478,720752.9485,836681,1,2550417348,1,13.28217822,687.7879524,223.9572255,5.389520646,67.46402085,32.07654483,1.376024369,467.2669515,0.866815339,0.349176959,46904532.74,301659204.3,7.630598472,0,38.17799161,1.944642521,0,478,3.866565025,0,1,80.32868972,63.40691374,47.40981499,0,0.111716748,1.873423629,1.665842891,7.067423069,4.772565447,9.42272602,33.70313335,10.51593532,214,66,6028,255241,94.61377576,1,1
